Tutorial Group,Student ID,School,Name,Gender,CGPA
G-52,3961,CoB (NBS),Carrie Allen,Female,4.12
G-52,1582,MSE,Michael Mckinney,Male,4.13
G-52,5722,CCDS,Kimberly Stanton,Female,4.14
G-52,1185,CCDS,Ian Gomez,Male,4.02
G-52,1566,CCEB,Madeline Daniels,Female,4.07
G-52,3190,MSE,Jerry Jones,Male,4.03
G-53,5502,MAE,Jeremiah Irwin,Male,4.12
G-53,5203,ADM,Kevin Harrington,Male,4.11
G-53,5897,MAE,Kim Randolph,Female,4.25
G-53,4736,CoE,Karen Small,Female,3.94
G-53,5219,CCDS,Catherine Barrett,Female,3.99
G-53,5951,ADM,Kristy Gray,Female,3.97
G-53,2986,SSS,Amber Dyer MD,Female,3.9
G-53,3413,SSS,Christopher Miles,Male,4.01
G-53,3976,ASE,Mr. Joseph Young,Male,4.06
G-53,4676,WKW SCI,Heather Dixon,Female,4.04
G-53,168,EEE,Todd Duncan,Male,4.0
G-53,1360,MAE,Stephen Ruiz,Male,4.19
G-53,2951,SPMS,Roberto Nelson,Male,3.87
G-53,202,SoH,Rachel Phillips,Female,3.87
G-53,3469,SBS,Valerie Hamilton,Female,4.24
G-53,2243,CCDS,Kimberly Gomez,Female,3.86
G-53,1330,MSE,James Huff,Male,4.13
G-53,5207,NIE,Jennifer Brown,Female,3.95
G-53,1337,SoH,Steven King,Male,3.98
G-53,4620,EEE,Timothy Reyes,Male,4.0
G-53,4785,SBS,Leah Whitaker,Female,3.93
G-53,5783,NIE,David Rivera,Male,4.02
G-53,2599,SoH,Belinda Tucker,Female,4.01
G-53,5160,CCEB,Daniel Fernandez,Male,3.89
G-53,1025,EEE,Alexander Patrick,Male,4.17
G-53,4955,EEE,Anthony Ho,Male,4.17
G-53,328,CCDS,Monica Rivera,Female,3.85
G-53,223,EEE,Lisa Williams,Female,3.99
G-53,5558,ADM,Valerie Moran,Female,4.01
G-53,3192,MAE,Randy Sanchez,Male,3.93
G-53,3187,NIE,William Fernandez,Male,3.99
G-53,2664,CCDS,Ms. Sarah Dodson,Female,4.02
G-53,2349,ADM,Robert Perez,Male,3.94
G-53,3525,SSS,Mrs. Briana Sullivan,Female,4.07
G-53,1679,NIE,Jose Martin,Male,4.03
G-53,449,NIE,Joshua Aguilar,Male,3.86
G-53,3396,MSE,Thomas Davis,Male,3.86
G-53,4104,CCDS,Gregory Murphy,Male,3.97
G-53,3307,CCEB,Deanna Dorsey,Female,3.91
G-53,5062,EEE,Timothy Sandoval,Male,4.19
G-53,2866,SoH,Kristy Henry,Female,4.14
G-53,5617,CCEB,Christopher Stanley,Male,3.81
G-53,4216,SoH,Maria Gomez DDS,Female,4.02
G-53,2268,ASE,Nathaniel Flowers,Male,4.0
G-53,4786,SPMS,Christine King,Female,3.96
G-53,860,NIE,Laura Pham,Female,4.05
G-53,4659,CoB (NBS),Robert Carter,Male,3.83
G-53,2838,WKW SCI,Justin Calderon,Male,4.03
G-53,2224,ADM,Charles Yates,Male,3.96
G-53,5018,ADM,Rachel Beasley,Female,4.02
G-54,2372,WKW SCI,Sean Spence,Male,4.19
G-54,1527,CoB (NBS),Dennis Snyder,Male,3.92
G-54,4497,WKW SCI,Jamie Rodriguez,Female,4.12
G-54,2314,CoB (NBS),Jonathan Bates,Male,3.92
G-54,5240,SBS,Olivia Hansen,Female,4.04
G-54,1302,CCEB,Elizabeth Bruce,Female,3.93
G-54,2754,ADM,Leah Weiss,Female,3.82
G-54,3153,MSE,Richard Patel,Male,3.81
G-54,5926,CoB (NBS),Scott Fletcher,Male,4.09
G-54,5301,WKW SCI,Teresa King,Female,4.18
G-54,5938,NIE,Ryan Diaz,Male,4.1
G-54,4486,ADM,Karen Ortiz,Female,4.17
G-54,2820,NIE,Annette Lozano,Female,4.03
G-54,2534,CoB (NBS),Alejandro Smith,Male,4.07
G-54,3276,SPMS,Victoria Lee DVM,Female,4.09
G-54,89,CCDS,Kirsten Howard,Female,4.08
G-54,4217,ASE,Monique Martinez,Female,4.07
G-54,1005,CoB (NBS),Ryan Delacruz,Male,4.09
G-54,4235,NIE,Alexander Howe,Male,3.96
G-54,5793,EEE,Charlene Clayton,Female,3.96
G-54,245,SSS,Patricia Jones,Female,4.05
G-54,1268,CoB (NBS),Hannah Stevenson,Female,3.99
G-54,1727,NIE,Jenny Reese,Female,3.95
G-54,2363,SBS,Brett Silva,Male,4.06
G-54,1751,SPMS,James Valenzuela,Male,4.0
G-54,3492,SBS,Steve Yang,Male,3.98
G-54,2235,CCDS,Jay Williams,Male,4.09
G-54,481,MSE,Lisa Nichols,Female,4.15
G-54,3090,CoE,Deborah Long,Female,4.15
G-54,3610,EEE,Monica Black,Female,4.03
G-54,2599,CCEB,Whitney Wilson,Female,3.95
G-54,2116,SSS,David Jones,Male,3.95
G-54,3306,SSS,Jessica Chan,Female,4.07
G-54,3189,NIE,Ryan Decker,Male,3.98
G-54,4187,SSS,Jonathan Ferguson,Male,4.08
G-54,2871,SBS,Latasha Bowman,Female,3.95
G-54,5334,CoE,Jessica Mercado,Female,4.05
G-54,5478,SSS,Luis Taylor Jr.,Male,4.12
G-54,2904,MAE,Samantha Cunningham,Female,4.05
G-54,759,MSE,Kevin Rivera,Male,4.08
G-54,3567,MSE,Robert Gibson,Male,4.0
G-54,5163,MAE,Samuel Harper,Male,4.1
G-54,1620,MSE,Peter Campbell,Male,3.89
G-54,4828,WKW SCI,Madison Ayala,Female,3.91
G-54,5217,SPMS,Tiffany Rodriguez,Female,4.04
G-54,689,ASE,Stacey Powell,Female,4.0
G-54,792,ADM,Nicholas Huff,Male,3.87
G-54,4963,SSS,Michael Ward,Male,3.88
G-54,2210,CCDS,Randy Williams,Male,4.12
G-54,315,CCDS,Tammy Crawford,Female,3.96
G-55,1315,CCDS,Mary Vazquez,Female,4.08
G-55,3121,CoE,Christopher Gibson,Male,3.99
G-55,1830,ASE,Kevin Nash,Male,3.99
G-55,33,MAE,Brenda Wilson,Female,4.1
G-55,4593,MAE,Ryan Edwards,Male,3.98
G-55,82,ASE,Scott Jones,Male,4.09
G-55,2312,EEE,Taylor Hernandez,Female,3.9
G-55,2839,MAE,Allen Baker,Male,4.17
G-55,2492,CoB (NBS),Michael Poole,Male,4.08
G-55,3268,MAE,Michael Murphy,Male,3.85
G-55,2599,SBS,Corey Moses,Male,4.01
G-55,5778,WKW SCI,Stephanie Hernandez,Female,4.14
G-55,4469,CCDS,Richard Cook,Male,4.0
G-55,652,WKW SCI,Yolanda Butler,Female,4.01
G-55,337,CoB (NBS),Tammy Baker,Female,3.94
G-55,45,SBS,Steven Garcia,Male,3.9
G-55,2955,WKW SCI,Veronica Leonard,Female,4.12
G-55,5779,NIE,Corey Singh,Male,4.12
G-55,4564,CoE,Jason Johnson,Male,4.05
G-55,2551,CoE,Alyssa Whitehead,Female,4.0
G-55,4963,NIE,Jerry Sullivan,Male,3.92
G-55,4706,MAE,Cody Vazquez,Male,3.85
G-55,2474,ADM,Steven Shepard,Male,4.15
G-55,588,MAE,Jessica Evans,Female,4.14
G-55,4838,WKW SCI,Kendra Ortiz,Female,4.16
G-55,1487,CoB (NBS),Justin Ramirez,Male,4.08
G-55,1557,SBS,Brian Davis,Male,3.99
G-55,5715,ASE,Mark Wallace,Male,3.86
G-55,2216,NIE,Matthew Bennett,Male,3.98
G-55,5863,CoB (NBS),Misty Patrick,Female,3.98
G-55,2073,SBS,Stacy Baker,Female,3.91
G-55,4993,SoH,Shannon Flores MD,Female,4.01
G-55,742,WKW SCI,Mary Conrad,Female,3.78
G-55,5115,CCEB,Alexis Rowland,Female,4.06
G-55,4007,MSE,Jill Larson,Female,4.08
G-55,2239,CCDS,Nicholas Neal,Male,3.99
G-55,4467,SPMS,Crystal Sheppard,Female,4.11
G-55,607,SSS,Kenneth Lewis,Male,4.14
G-55,5444,MAE,Daniel Jones,Male,3.93
G-55,4204,SPMS,Stephen Hickman,Male,4.03
G-55,5699,SBS,Jon Flores,Male,3.72
G-55,3734,ASE,David Lindsey,Male,4.04
G-55,3170,ASE,Dennis Garcia,Male,4.02
G-55,88,CCEB,Lindsay Stephens,Female,4.06
G-55,1713,SPMS,Wyatt Campbell,Male,4.06
G-55,3861,SPMS,Sandra Torres DVM,Female,3.99
G-55,4792,CCEB,Thomas Lowery,Male,4.02
G-55,1398,ASE,Kathleen Moore,Female,3.98
G-55,3211,SBS,Jonathan Martin,Male,4.11
G-55,3641,MSE,Lisa Wood,Female,4.01
G-56,2823,CCDS,Michele Thomas,Female,4.25
G-56,583,WKW SCI,Scott Garner,Male,4.01
G-56,5194,MSE,Jose Ramirez,Male,3.94
G-56,4791,MAE,Tanya Lozano,Female,4.0
G-56,2921,SBS,James Smith,Male,4.11
G-56,1252,SBS,Kelly Flores,Female,4.15
G-56,4999,SPMS,Amy Poole,Female,3.84
G-56,2129,SoH,Angel Sullivan,Female,4.07
G-56,4420,ASE,Brianna Peterson,Female,4.16
G-56,4403,WKW SCI,Kristina Baker,Female,3.89
G-56,2212,NIE,Kyle Blair,Male,3.96
G-56,3456,CoB (NBS),Jacob Peterson,Male,3.93
G-56,5769,MAE,Sergio Osborne,Male,4.12
G-56,97,MAE,Leah Liu,Female,3.96
G-56,3073,CoB (NBS),Melissa Burns,Female,3.89
G-56,888,SSS,Stephanie Harrison,Female,4.0
G-56,352,SSS,William Castillo,Male,4.17
G-56,833,ASE,John Jones,Male,4.02
G-56,1132,SoH,Thomas Bishop,Male,4.1
G-56,2144,MAE,Maureen Kirby,Female,3.99
G-56,2300,SPMS,Taylor Flores,Female,3.96
G-56,2588,CCDS,Jennifer Watson,Female,4.01
G-56,2789,CoB (NBS),Alexander Andrews,Male,4.02
G-56,2341,ASE,Rachel Hughes,Female,4.0
G-56,1276,MAE,Jo Anderson,Female,3.98
G-56,3102,SoH,Melinda Oliver,Female,3.89
G-56,4735,SBS,Allen Thomas,Male,4.06
G-56,1380,SSS,Wendy Villarreal,Female,3.99
G-56,5102,CoB (NBS),Joshua Bell,Male,4.18
G-56,3077,EEE,Scott Smith,Male,4.02
G-56,4334,SoH,Nancy Wheeler,Female,3.95
G-56,5994,SSS,Walter Mckenzie,Male,3.95
G-56,3577,ASE,Kathryn Ray,Female,4.03
G-56,3387,CoB (NBS),Mary Whitney,Female,3.96
G-56,2993,CCEB,Christopher Barnes,Male,3.88
G-56,1738,CCEB,Melissa Myers,Female,3.9
G-56,4466,CoE,Sara Ingram,Female,3.91
G-56,4671,NIE,Katherine Parks,Female,4.13
G-56,926,CCEB,Kristen Hubbard,Female,4.02
G-56,4357,SBS,Danielle Rivera,Female,4.05
G-56,2746,SBS,Shane Carrillo,Male,4.04
G-56,3090,MAE,Charles Wang,Male,3.98
G-56,3437,CCEB,James Smith,Male,4.04
G-56,4630,CoE,Rebecca Watkins,Female,4.11
G-56,2379,MAE,Laura Dawson,Female,4.0
G-56,3131,WKW SCI,Bridget King,Female,3.89
G-56,1987,SoH,Joseph Jimenez,Male,3.9
G-56,2753,CCDS,Mark Dominguez,Male,3.96
G-56,5010,MSE,Nicole Campos,Female,3.91
G-56,5921,SBS,William Newman,Male,4.05
G-57,187,MSE,Edwin Zamora,Male,3.9
G-57,5878,SPMS,Donna Cline,Female,4.16
G-57,1876,CCEB,Ariel Wilkerson,Female,3.97
G-57,5412,NIE,Ruben Turner,Male,3.97
G-57,1964,MSE,Robert Weaver,Male,4.09
G-57,1092,NIE,Daniel Christensen,Male,3.83
G-57,522,SBS,Matthew Patrick,Male,4.16
G-57,246,ADM,Connie Ali,Female,4.08
G-57,3736,SoH,Eddie Chavez,Male,4.04
G-57,5717,SoH,Charlotte Roberts,Female,4.1
G-57,4484,NIE,Christopher Harris,Male,3.96
G-57,1084,MAE,Crystal Simmons,Female,3.83
G-57,5050,ASE,Christopher Pacheco,Male,4.18
G-57,4303,ADM,Emily Rich,Female,4.04
G-57,330,SPMS,Jason Anderson,Male,4.01
G-57,1105,CCEB,Timothy Anderson,Male,3.93
G-57,1028,CoE,Jennifer Lewis,Female,3.87
G-57,3871,EEE,Megan Robinson,Female,3.97
G-57,1761,ASE,Allen Jackson,Male,4.1
G-57,2125,MSE,Daniel Snyder,Male,4.11
G-57,4750,CoE,Lacey Gutierrez,Female,3.84
G-57,2611,WKW SCI,Jason Guzman,Male,3.93
G-57,3014,WKW SCI,Denise Madden,Female,3.98
G-57,618,CoB (NBS),William Nelson,Male,4.1
G-57,209,SoH,Madeline Pitts,Female,4.03
G-57,900,MSE,Jennifer Benson,Female,3.87
G-57,3457,EEE,Brian Henson,Male,4.04
G-57,5866,EEE,Kristin Gonzalez,Female,3.99
G-57,5813,NIE,Steven Baker,Male,4.03
G-57,4513,SoH,Lisa Rangel,Female,3.87
G-57,1356,NIE,Robert Wade,Male,4.03
G-57,472,MSE,Stephanie Hall,Female,4.02
G-57,3343,SoH,Kathy Wilson,Female,3.97
G-57,2579,WKW SCI,Tara Johnson,Female,3.85
G-57,1866,SoH,Nicole Barry,Female,4.09
G-57,3654,CoE,Stephanie Riley,Female,3.99
G-57,459,CCDS,Mrs. Jordan Barnes,Female,3.9
G-57,2745,SPMS,Daniel Woodard,Male,3.99
G-57,646,SBS,Jennifer Caldwell,Female,4.06
G-57,2774,CCEB,Johnathan Moore,Male,4.0
G-57,4655,CoB (NBS),Dana Russell,Female,4.18
G-57,4107,SoH,Amanda Green,Female,4.04
G-57,83,MSE,Mark Fernandez,Male,3.92
G-57,2311,SSS,Cody Jones,Male,3.91
G-57,1423,CCDS,Nicole Mitchell,Female,3.92
G-57,1016,CoE,Megan Foster,Female,4.08
G-57,2439,MSE,Lisa Berger,Female,3.81
G-57,2409,ASE,Hannah Dodson,Female,4.03
G-57,891,SoH,Jim Williamson,Male,4.12
G-57,495,MAE,Dr. Brandon Dixon,Male,3.96
G-58,231,CCEB,Joshua Rhodes,Male,3.88
G-58,1563,ADM,Kaitlin Sanchez,Female,3.93
G-58,741,SSS,Lisa Daniels,Female,3.95
G-58,347,ASE,John Mooney,Male,4.18
G-58,5287,CCEB,Joshua Harris,Male,4.2
G-58,2518,CoE,Timothy Hernandez,Male,3.9
G-58,5139,CoE,Perry Harrison,Male,3.8
G-58,5965,SBS,Bryan Marshall,Male,3.93
G-58,3642,MAE,Jared Padilla,Male,3.98
G-58,542,SoH,Tonya Gilbert,Female,3.92
G-58,2510,SPMS,Christine Owens,Female,3.96
G-58,1495,SSS,Andrea Spencer,Female,4.01
G-58,3441,ASE,Sherry Baker,Female,4.02
G-58,5647,ASE,James Hill,Male,3.88
G-58,1110,ASE,Doris Mcdonald,Female,3.88
G-58,3772,MAE,Thomas Dillon,Male,4.06
G-58,3785,MSE,Angela Clark,Female,4.07
G-58,4949,SoH,Alicia Hall,Female,3.98
G-58,2426,SoH,Travis Hale,Male,4.04
G-58,1418,SBS,Erica Acosta,Female,4.0
G-58,1983,SoH,Erika Mcdaniel,Female,4.13
G-58,5135,SPMS,Karen Ayers,Female,3.99
G-58,261,CoE,Harold Carpenter,Male,4.02
G-58,498,SPMS,Angela Travis,Female,3.96
G-58,4416,SBS,Linda Banks,Female,3.93
G-58,3904,SSS,David Cuevas,Male,4.03
G-58,4497,ADM,Stephanie Williams,Female,4.09
G-58,5271,CoB (NBS),Stacy Williams,Female,4.12
G-58,4677,SSS,Sonia Rodgers,Female,3.97
G-58,5234,EEE,Dr. Jared White,Male,4.02
G-58,5120,SBS,Kimberly Delgado,Female,4.02
G-58,3666,MAE,Tamara Oconnell,Female,4.1
G-58,2963,ASE,James Lopez,Male,3.98
G-58,3465,ASE,Alexander Gray,Male,3.95
G-58,4554,WKW SCI,Darlene Franco,Female,4.03
G-58,1086,SSS,Mr. Logan Young,Male,4.05
G-58,3833,MSE,Lauren Hammond,Female,4.01
G-58,4342,CoE,Lisa Adkins,Female,3.97
G-58,2456,CCDS,Chris Newman,Male,4.0
G-58,1595,ADM,Patricia Johnson,Female,4.05
G-58,3813,CoE,Jose Brown,Male,3.93
G-58,1498,MSE,Dustin Berry,Male,3.92
G-58,1749,SPMS,Lisa Neal,Female,4.13
G-58,3943,CoB (NBS),Jason Weaver,Male,3.87
G-58,1031,SPMS,Ashley Taylor,Female,4.15
G-58,2183,ADM,Carol Nelson,Female,4.11
G-58,4051,SoH,Rachel Kemp,Female,4.01
G-58,3266,CoE,Lisa Williams,Female,3.85
G-58,2774,CoB (NBS),Paul Kennedy,Male,4.03
G-58,5435,MSE,Mary Price,Female,4.16
G-59,4673,MSE,Courtney Simpson,Female,4.17
G-59,1163,SSS,Caitlin Mendoza,Female,3.94
G-59,4948,WKW SCI,Cameron Alvarez,Male,3.97
G-59,5983,EEE,Philip Sawyer,Male,3.94
G-59,728,CoE,Angela Watts,Female,3.98
G-59,960,MSE,Taylor Smith,Male,3.91
G-59,5676,SPMS,Sara Goodman,Female,4.15
G-59,5073,ASE,Rodney Barrera,Male,4.03
G-59,2243,SoH,Eugene Smith,Male,3.99
G-59,776,SoH,Christine Sullivan,Female,4.13
G-59,82,SoH,Tyler Nguyen,Male,4.08
G-59,1833,SPMS,Sheila Bell,Female,4.08
G-59,5451,EEE,Erica Wiley,Female,4.19
G-59,1118,MAE,Cody Savage,Male,4.09
G-59,1384,WKW SCI,John Roberts,Male,3.97
G-59,5733,WKW SCI,Karen Hernandez,Female,3.89
G-59,4776,MAE,Mary Huynh,Female,4.09
G-59,919,SSS,Mrs. April Baxter,Female,4.0
G-59,5500,MSE,Emily Lopez,Female,3.89
G-59,61,CCDS,Cathy Walker,Female,3.99
G-59,4638,MAE,Bethany Walker,Female,4.27
G-59,1980,ADM,Raymond Jones,Male,3.95
G-59,1678,WKW SCI,Claudia Martinez,Female,3.99
G-59,1214,SPMS,Todd Ferrell,Male,3.92
G-59,3781,CCDS,Jeffrey Ballard,Male,4.18
G-59,918,ADM,Brittany Hicks,Female,4.02
G-59,2161,ADM,Kristine Miller,Female,3.97
G-59,4338,CoE,Brian Yang,Male,4.01
G-59,2945,CCEB,Courtney Hoffman,Female,4.13
G-59,5060,SBS,Adriana Smith,Female,4.15
G-59,3563,ASE,Matthew Simmons,Male,4.03
G-59,2037,CoB (NBS),Lisa Gomez,Female,3.85
G-59,5167,EEE,Jacqueline Castaneda,Female,3.97
G-59,5667,SSS,Christopher Harmon,Male,4.18
G-59,1715,SoH,Evelyn Fowler,Female,3.87
G-59,3751,ADM,Christian Fowler,Male,3.96
G-59,5037,ASE,Teresa Barnett MD,Female,3.97
G-59,4628,CCEB,Robert White,Male,3.92
G-59,958,ASE,Colin Jordan,Male,3.96
G-59,1555,EEE,Jesse Robbins MD,Male,4.0
G-59,5501,CoB (NBS),Jessica Esparza,Female,3.99
G-59,665,ASE,Kristen Perry,Female,4.04
G-59,4945,ASE,Micheal Ortega,Male,4.06
G-59,92,EEE,Kristen Duncan,Female,3.98
G-59,1995,MSE,Jeffrey Lara,Male,4.26
G-59,4537,CoE,Jennifer Lee,Female,3.85
G-59,5761,SoH,Kyle Armstrong,Male,3.78
G-59,937,CCDS,Wayne Romero,Male,3.97
G-59,4432,EEE,Amy Jones,Female,3.97
G-59,2298,ASE,Alexandra Clark,Female,3.95
G-60,125,SSS,Kelly Griffin,Male,4.03
G-60,1265,SPMS,Faith Hawkins,Female,4.11
G-60,5511,MAE,Breanna Vasquez,Female,4.0
G-60,793,CoE,Zachary White,Male,3.81
G-60,3823,ADM,Steven Stewart,Male,3.76
G-60,4061,SSS,Troy Hayes,Male,4.04
G-60,4910,NIE,Diane Roberts,Female,4.03
G-60,4617,CoE,Frank Jones,Male,4.04
G-60,888,CoB (NBS),Scott Gray PhD,Male,4.06
G-60,2398,ADM,Jonathan Ayala,Male,4.27
G-60,1256,ADM,Richard Ellis,Male,3.98
G-60,5177,ADM,Brittany Norton,Female,4.15
G-60,5491,ASE,Brian Mcgee,Male,3.95
G-60,3927,NIE,John Benson,Male,4.03
G-60,5808,CCEB,Alexander Thomas,Male,3.98
G-60,4821,CCEB,Erica Malone,Female,3.84
G-60,3153,WKW SCI,Scott Carpenter,Male,3.85
G-60,3801,MSE,Regina Sexton,Female,3.88
G-60,217,ADM,Lisa Blanchard,Female,4.11
G-60,2457,SBS,Gerald Gonzalez,Male,4.06
G-60,614,NIE,Larry Mays,Male,3.77
G-60,822,ASE,Tracey Price,Female,4.02
G-60,572,SSS,Cassandra Wilson,Female,3.9
G-60,5508,CCDS,Dawn Kerr,Female,4.03
G-60,5272,MSE,Andrea Hughes,Female,3.89
G-60,3954,CoB (NBS),Tyler Herman,Male,4.05
G-60,820,EEE,Allison Allen,Female,3.86
G-60,2022,MSE,Raymond Hutchinson,Male,4.07
G-60,4821,ASE,Megan Lozano,Female,4.09
G-60,3024,ADM,Lisa Rocha,Female,3.92
G-60,492,ADM,Christopher Mccoy,Male,3.94
G-60,4522,SBS,Marisa Castro,Female,4.03
G-60,251,EEE,Pedro Bennett,Male,4.16
G-60,3071,CoB (NBS),Frederick Raymond,Male,4.13
G-60,4538,WKW SCI,Emily Coffey,Female,4.09
G-60,4144,SBS,Madeline Oliver,Female,4.16
G-60,4445,CCEB,Mr. Joseph Jones PhD,Male,3.72
G-60,4378,NIE,Annette Curry,Female,4.12
G-60,4168,NIE,Nicole Rogers,Female,3.99
G-60,4496,SPMS,Barbara Byrd,Female,3.88
G-60,816,NIE,Christina Harris,Female,3.98
G-60,1310,MAE,Kathryn Meyer,Female,4.06
G-60,4079,ASE,Gina Walker,Female,4.02
G-60,73,ADM,Mark Lang,Male,4.07
G-60,5346,ADM,Alexandria West,Female,4.05
G-60,3609,WKW SCI,Karen Barnes,Female,4.09
G-60,1196,NIE,Ashley Gregory,Female,3.98
G-60,1098,SSS,Kimberly Gray,Female,4.0
G-60,2718,WKW SCI,James Adams,Male,4.02
G-60,2956,ASE,Kaitlyn Hamilton,Female,3.98
G-61,3327,CCDS,John Kelly,Male,4.14
G-61,5090,MAE,William Williamson,Male,3.9
G-61,5339,ASE,Walter Fisher,Male,4.01
G-61,2824,MAE,Jeff Kelley,Male,3.95
G-61,5451,MAE,Robert Mitchell,Male,4.02
G-61,1573,EEE,Michael Mcintosh,Male,3.93
G-61,3251,SPMS,Kristine Avery,Female,4.15
G-61,1554,CoE,Erica Fischer,Female,3.86
G-61,3328,SBS,Gary Walsh,Male,3.76
G-61,5579,CCEB,Dr. Mary James MD,Female,4.01
G-61,3557,MAE,Ricky Nichols,Male,3.96
G-61,107,SSS,Robert Baker,Male,4.18
G-61,4689,EEE,Steven Newman,Male,3.96
G-61,1814,SoH,Pamela Roberts,Female,3.75
G-61,1040,CCEB,Billy Lawson,Male,4.09
G-61,5601,MAE,Natalie Santos,Female,3.84
G-61,2787,WKW SCI,Mark Thomas,Male,3.95
G-61,4623,EEE,Gregory Garcia,Male,3.93
G-61,1497,SPMS,Claudia Houston,Female,3.98
G-61,2175,SPMS,James Cruz,Male,3.98
G-61,5725,CCEB,Anna Ortega,Female,3.95
G-61,3856,SBS,Kyle Maldonado,Male,4.09
G-61,2086,ASE,Ariel Duran,Female,3.97
G-61,1087,CoE,Ronald Hernandez,Male,3.95
G-61,1935,ASE,Brandon Wolfe,Male,4.03
G-61,4478,ADM,Kelly Jordan,Female,4.04
G-61,1742,SBS,Colleen Dickerson,Female,4.15
G-61,950,CCDS,Kimberly Rodriguez,Female,3.9
G-61,3426,CCDS,Veronica Molina,Female,4.16
G-61,5700,CoB (NBS),John Jennings,Male,3.94
G-61,1352,MAE,Mark Harvey,Male,3.97
G-61,940,EEE,Jacob Marshall,Male,3.92
G-61,4165,NIE,Ryan Scott,Male,3.91
G-61,1200,SBS,Dawn Fuller,Female,3.98
G-61,625,SSS,Paul Johnson,Male,4.15
G-61,4939,CoB (NBS),Samantha Powell,Female,4.08
G-61,4247,CoB (NBS),Arthur Hess,Male,4.08
G-61,5567,MSE,Andrew Byrd,Male,3.95
G-61,2653,CCDS,Barbara Marshall,Female,3.89
G-61,3312,ASE,Rebecca Brooks,Female,3.91
G-61,3014,SBS,Robin Hudson,Female,3.8
G-61,5875,SPMS,Douglas Miller,Male,3.81
G-61,4461,CoB (NBS),Bailey Tate,Female,3.9
G-61,4551,SoH,Michael Carson,Male,4.04
G-61,4839,EEE,Amanda Summers,Female,4.0
G-61,2657,CCDS,James Rodriguez,Male,4.07
G-61,3431,NIE,Curtis Bentley,Male,3.99
G-61,3186,CoB (NBS),Mike Jackson,Male,3.97
G-61,302,EEE,Nicole Ballard,Female,4.17
G-61,3269,SoH,Shannon Lopez,Female,4.06
G-62,4188,CCDS,John Robinson,Male,3.89
G-62,2175,NIE,Kaitlin Haynes,Female,4.02
G-62,1441,CoB (NBS),Christopher Martinez,Male,3.96
G-62,1414,ASE,Courtney Morris,Female,4.05
G-62,3833,EEE,Barbara Powers,Female,4.03
G-62,2786,CCEB,Mrs. Jennifer Townsend,Female,4.04
G-62,5376,SSS,Thomas Cervantes,Male,4.01
G-62,5540,ADM,Amanda Garner,Female,3.78
G-62,2920,SSS,Ellen Gomez,Female,3.98
G-62,908,ADM,Kevin Patton,Male,4.01
G-62,2909,ASE,Mrs. Chelsea Long,Female,4.02
G-62,4962,EEE,Kristin Cook,Female,4.05
G-62,5080,SoH,Dr. Christopher Davis PhD,Male,4.02
G-62,5948,SoH,Jason Tapia MD,Male,3.89
G-62,4109,SSS,Kathleen Jennings,Female,4.23
G-62,3028,NIE,Veronica Jones,Female,4.09
G-62,63,CCDS,Nicole Gonzales,Female,3.93
G-62,1569,CCEB,Anita Smith,Female,3.98
G-62,576,CoB (NBS),James Fowler,Male,3.82
G-62,1452,EEE,Janice Hayden,Female,3.96
G-62,5791,SPMS,Louis Williams,Male,3.88
G-62,1149,SoH,Susan Horton,Female,3.99
G-62,4365,CoE,John Baldwin,Male,4.11
G-62,1155,NIE,Dylan Chen,Male,3.99
G-62,5459,WKW SCI,Samuel King,Male,3.94
G-62,865,SPMS,Crystal Brooks,Female,4.03
G-62,5782,CCEB,Jennifer Rangel,Female,4.03
G-62,998,EEE,Kristina Williams,Female,3.96
G-62,1064,CCDS,Jeffrey Bush,Male,4.01
G-62,2123,MSE,Joyce Carter,Female,3.91
G-62,757,CCEB,Dominic Porter,Male,4.0
G-62,5824,ASE,Amanda Stewart,Female,3.88
G-62,2860,ADM,John Harris,Male,3.97
G-62,3786,CCEB,David Moore,Male,4.13
G-62,1313,SBS,Sharon Stafford,Female,4.02
G-62,2616,EEE,Megan Frank,Female,4.09
G-62,5144,CoE,Brenda Johnson,Female,3.94
G-62,1520,SPMS,Thomas Huynh,Male,4.08
G-62,3773,EEE,Samuel Lawson,Male,3.86
G-62,3978,SPMS,Sydney Oconnor,Female,3.95
G-62,2366,CoE,Daisy Daniels,Female,4.04
G-62,2017,CoB (NBS),Whitney Miller,Female,4.2
G-62,5485,SPMS,Tammy Torres,Female,3.98
G-62,5280,WKW SCI,Peter Elliott,Male,3.97
G-62,533,SSS,Holly Gilbert,Female,3.82
G-62,1328,SPMS,Michelle Armstrong,Female,3.97
G-62,4944,NIE,Paul Berry,Male,3.84
G-62,4485,SSS,Amanda Cohen,Female,3.98
G-62,5783,EEE,Jonathan Flores,Male,4.06
G-62,5980,CCDS,Michael Hill,Male,3.86
G-63,3683,SBS,Patricia Martin,Female,4.16
G-63,667,CoE,Joseph Allen,Male,4.06
G-63,4161,CCDS,Craig Joyce,Male,4.13
G-63,5530,SPMS,Dylan Dixon,Male,3.99
G-63,1057,SBS,Scott Spencer,Male,3.96
G-63,198,SPMS,Mark Barrett,Male,3.98
G-63,4563,NIE,Jordan Schmidt,Female,4.02
G-63,2549,ASE,Brittney Lee,Female,3.89
G-63,4415,EEE,Breanna Guerrero,Female,3.87
G-63,1663,CCDS,Lori Phillips,Female,4.02
G-63,864,SBS,Jennifer Serrano,Female,4.08
